"","ScreenName","Location"
"1634","elephantsoap","Kansas City MO"
"1635","Adrian89992313","United States"
"1636","_justinepaige","Los Angeles"
"1637","wearethirdstory","NYC"
"1638","dr_schnuffies","United States"
"1639","masonjmauro","Sioux City, IA"
"1640","IAmTheSassyCat","Lehi, UT"
"1641","DavidGX","United States"
"1642","spire2inspire","United States"
"1643","A1Gynx","Conway, AR"
"1644","mikhailsam7tp","United States"
"1645","TornadoQuest","Tulsa, OK, USA"
"1646","CedarSpringsRx","Tuttle, OK"
"1647","BStacksLUFC","Little Rock, AR"
"1648","ashley9496","Probably somewhere in cali<ed><U+00A0><U+00BC><ed><U+00BC><U+00B4>"
"1649","HumphreyChimed2","Harare"
"1650","100TahunRI","Indonesia"
"1651","CiaoAlejandra","Unknown, USA "
"1652","kathleen_kupris","St Paul, MN"
"1653","dameioneokc","Oklahoma City, OK"
"1654","Kyeeezyy","edmond"
"1655","brydprst","Orem, UT"
"1656","Jhic709365","United States"
"1657","Star1063tsv","Townsville"
"1658","CharlesRuiru","Nairobi, Kenya"
"1659","gorigujarati","United States"
"1660","skellfanboy","Kansas, USA"
"1661","danidoesPR","Long Beach, CA"
"1662","GuiltyasSinn","United States"
"1663","Chamvary","Harare"
"1664","KiltedCasper","Burnaby, British Columbia"
"1665","Gateri_jnr","Nairobi,kenya"
"1666","Mati_M2424","En algun lugar de Chile"
"1667","peachyymama_","United States"
"1668","CaliVaxChoice","CA"
"1669","fuccboytroy","Salt Lake City, UT"
"1670","Blakesshelt0n","Tishomingo, OK"
"1671","SarahGraves143","Louisiana"
"1672","alexeadamsx","Stillwater, OK"
"1673","anngoldah","Borneo"
"1674","SassyFemales","Iowa City, IA"
"1675","themmaway","London, UK"
"1677","Futuredontics","United States"
"1678","saduenow","Saint Paul, MN"
"1679","FactsMathLogic","Midwest"
"1680","Dnissearguello","United States"
"1681","Cosmus12","Machakos"
"1682","orinoktarinn","padang"
"1683","drkdhoffman","US"
"1684","lucysanchen","United States"
"1685","tourlady","US"
"1687","FGVBrazil","Brazil"
"1688","parks_emily_","United States"
"1689","GeneWillis","Roeland Park, KS/KC, MO"
"1691","colorlust","Kansas City, MO"
"1692","PattyLeimel","Hawaii, USA"
"1694","AnneTheWriter1","Illinois, USA"
"1696","NaturalRuthie25","Missouri "
"1697","Janela_X","Moray"
"1698","JayDubcity16","anytown, USA"
"1700","Zehniths","USA"
"1701","JoSantisteban","Pale Blue Dot"
"1703","DrunkenHistory","United States"
"1704","durangocom","Durango, CO"
"1705","alarconm620","Gardner, KS"
"1706","BabyFaceMemen_","+A"
"1707","DavidJSpellman","Wynantskill NY"
"1708","OmgggSusiee","Kansas City, MO"
"1709","PhonyBillKelly","Parts Unknown, New Jersey"
"1710","MissLizGallo","United States"
"1711","travellaney","Tahlequah, OK"
"1712","WfcMegastore","The Vale"
"1713","Power100TSV","Townsville, Queensland"
"1715","austinjwalker","Little Rock, AR"
"1716","MychalElizabeth","Ada, OK"
"1718","CentralBankSTL","St Louis, MO"
"1719","Round_News","USA"
"1720","rvaughnmd","St. Louis"
"1721","gemtorresrn","Antwerpen, Belgium"
"1722","haresettt","Wichita, KS"
"1723","DavidLandreth11","United States"
"1724","AromaTools","Pleasant Grove, UT"
"1725","jfmupangwa","Harare, Zimbabwe"
"1726","SonusBenefits","St Louis, MO"
"1727","mizz_nayomie","lusaka_Zambia"
"1728","HannahROros","USA"
"1729","HomesMSP","Minneapolis, MN"
"1731","sma_lv","Las Vegas"
"1733","danny_bogus","Bellevue, NE"
"1734","CrestonChamber","Creston, Iowa"
"1737","KultureStach","The Aether"
"1738","alsaeedalih","<U+0627><U+0644><U+0645><U+0645><U+0644><U+0643><U+0629> <U+0627><U+0644><U+0639><U+0631><U+0628><U+064A><U+0629> <U+0627><U+0644><U+0633><U+0639><U+0648><U+062F><U+064A><U+0629>"
"1739","JoneeW","Davenport"
"1741","PassionPartyUS","Moline IL "
"1742","AleeLauraa","Norman, OK"
"1743","mozzierobot","Brazil"
"1744","mykomc","Branson, MO"
"1745","ebelog","Minneapolis"
"1746","ChadwickSeetsJr","Stanley, WI"
"1747","NotThatTomGreen","America."
"1749","stan_cal","Minneapolis, MN"
"1750","RIHospital","Providence, RI"
"1751","LarsenTwin1","Platteville, WI"
"1752","Katolicity","Queensland, Australia"
"1753","EverydayHealth","United States"
"1754","BioForward","Wisconsin"
"1755","BoardVitals","USA"
"1756","movematcher","United States"
"1758","luigi_flu","Brasília, Brasil"
"1759","presale","Earth"
"1760","Eat_THA_maN","East Memphis"
"1762","TheDKking82","Missouri, USA"
"1764","NikbakhtHamed","London, England"
"1765","CHANNEL428","United States"
"1766","RLACC","Northwest Arkansas"
"1767","paoniacolorado","Paonia, CO"
"1768","WomenHealthStyl","United States"
"1769","peace_and_guns","Nine oh one"
"1770","Stayathomegamin","Sioux City, IA"
"1771","DrLauraRicci","United States of America "
"1772","srmurphy1","Somewhere blending in. "
"1773","Hannah3219","Texas, USA"
"1774","JamesOn66552195","Rhode Island "
"1775","mphsartlover67","Memphis, TN"
"1776","teeluke1018","United States"
"1777","peopleswloo","Waterloo, IA"
"1778","Tmwakesi","Mombasa, Kenya"
"1779","WI_Proud","La Crosse, WI"
"1780","DandC","Rochester, NY"
"1781","HigherEdTimes","USA"
"1782","Bindy_417","United States"
"1784","TSearcaigh","United States"
"1785","adeaha_","Jakarta"
"1786","kris10castiyo","Louisiana, USA"
"1788","KIKNCountry","Sioux Falls, SD"
"1789","onearmmofo","Where The Fun Is"
"1790","NickBaldwinMMA","Winnipeg, MB"
"1791","Nate_Taylor","Summerville, SC"
"1792","HowCureAcne","United States"
"1793","TheTruthJackson","Houston, Tx"
"1794","danimurphy_74","Cadott, WI"
"1795","patmiletich","Bettendorf, Iowa "
"1796","mcharcuterie","St. Louis"
"1797","Prynce_Vynce","Amarillo, Texas"
"1798","SydSIays","Tennessee, USA"
"1799","HoCDirector1","Marshalltown, IA"
"1800","Em_WaNdo","Minneapolis, Minnesota"
"1801","ebookspdffree","USA"
"1802","JRMcCarty51207","Guthrie, OK"
"1803","Kcumb","Kansas City, Missouri, USA"
"1804","simxsimba_","From St. Louis"
"1805","AdventureProMag","Durango, CO"
"1806","JohnsTwist","St Paul, MN"
"1807","Mateojankovich","United States"
"1808","scripturienting","United States"
"1809","elizabethsasy","United States"
"1810","Vivi11G","France"
"1811","SorroDoyle","United States"
"1812","sloppytortilla","Stillwater, OK"
"1813","PhelanDay","Louisiana"
"1814","bereghostgames","USA"
"1815","giulianaramirez","scottsdale, az"
"1816","Sand_Write","United States"
"1817","UTHSCRefDesk","Memphis, TN"
"1818","AlanStainge","United States"
"1819","NgusdyenUna","United States"
"1820","pet1713","Houston, TX  Kingwood <ed><U+00A0><U+00BD><ed><U+00B5><U+0087>"
"1821","niightslash","United States"
"1822","HchesonCarl","United States"
"1823","ElliaStewart","United States"
"1824","matthewcerou","United States"
"1825","K0jiii","United States"
"1826","EsbecG","United States"
"1827","KCStar","Kansas City, Mo. "
"1828","VenusBaird2","United States"
"1829","addiet101","Taylorsville, UT"
"1830","TheodreGranier","United States"
"1831","thomasnales","United States"
"1832","DayieAmanda","United States"
"1833","OfelaKnapp","United States"
"1834","andymarso","Kansas City, MO"
"1835","jacquelineyferd","United States"
"1836","marytstoddar","United States"
"1837","ArnitaBaira","United States"
"1838","times_usa","United States"
"1839","meredithltayl","United States"
"1840","HollieMcgeoc","United States"
"1841","nancylevany","United States"
"1842","laererKieae","United States"
"1843","FrancklinBet","United States"
"1844","sarajfolsej","United States"
"1845","patriciurim","United States"
"1846","SophieRaees","United States"
"1847","melissasbonniem","United States"
"1848","marlenemartia","United States"
"1849","CiaraTurco","United States"
"1850","BambieShep","Wisconsin, USA"
"1851","rhondartho","United States"
"1852","laurieflynan","United States"
"1853","Stephanieemmett","Clifton Colorado"
"1854","HealthPRNews","USA"
"1855","eileenhuangmph","United States"
"1856","matalawin","Modesto, CA"
"1858","SpecialJanni","San Juan, Puerto Rico"
"1859","politicalHEDGE","United States"
"1860","KAKEnews","Wichita, Kansas"
"1861","disabledsenior","Wisconsin, USA"
"1862","GeneGalitz"," Lander Wyoming"
"1863","debbievail57","West St. Paul, Minnesota"
"1864","deals2otc","United States"
"1865","famososlender","Goiânia, Brasil"
"1866","michael_gabrill","Kansas, MO"
"1867","JonnyM421","United States"
"1868","EttaSilby","United States"
"1869","BeonrgeJack","United States"
"1870","reversetees","Karawaci, Indonesia"
"1871","francescosz","Bryant"
"1872","WalkingDeadPost","Tulsa"
"1873","healthnewsmore","United States"
"1874","FoodsLantern","Missouri, USA"
"1875","hershelsiv","Brownell"
"1876","AllHandsDotNet","USA"
"1877","damionacke","Van Meter"
"1878","YogaBear","USA"
"1879","Therealjesse21","Edmond ok"
"1880","MommyNooz","USA"
"1881","sabema11","STL"
"1883","mollymcevoy33","OMAHA, NEBRASKA"
"1884","Franic212","West Java, Indonesia"
"1885","healthystartgo","United States"
"1886","healthfoodat","United States"
"1887","okayhenderson","Des Moines, Iowa"
"1888","dbauer296","St. Louis, Missouri"
"1889","MommysPlaybook","United States"
"1891","TheOrganicMomma","Midwest"
"1892","52kenyule","Oxford Mills"
"1893","alittle_anita","Nairobi, Kenya"
"1894","cc_jollister","Willard, Missouri"
"1895","southstands303","DENVER"
"1896","mysticlake","Prior Lake, MN"
"1897","ImmunizeNV","Nevada"
"1898","sonnyoconnor","Kearney, NE"
"1899","TicketExpressNE","Omaha, NE"
"1900","Luchopucho1Luis","Paraguay"
"1901","ActifyCHAT","United States"
"1902","OmahaPolice","Omaha, Nebraska"
"1903","amazonmatt","Norman, OK"
"1904","AliDee12017","<ed><U+00A0><U+00BC><ed><U+00BC><U+009E><ed><U+00A0><U+00BD><ed><U+00B0><U+00AC><ed><U+00A0><U+00BC><ed><U+00BC><U+00B4>USA<ed><U+00A0><U+00BC><ed><U+00BC><U+009E><ed><U+00A0><U+00BD><ed><U+00B0><U+00AC><ed><U+00A0><U+00BC><ed><U+00BC><U+00B4>"
"1905","_andreanamarie","somewhere being successful <U+2728>"
"1906","ohnoitsgrego","Earth "
"1907","paytoncochran7","Canyon, TX"
"1908","_30days30sites","Heroku"
"1909","djfynkt","""United"" States of America"
"1910","JoyEDeKok","Pine Island, MN"
"1911","KimDawnReed","Milwaukee, WI"
"1912","HillyardInc","St Joseph, Mo."
"1914","songil","Indonesia"
"1915","TwinningBlog","United States"
"1916","wfgp426","United States"
"1917","2b3blessed","Denver, CO"
"1918","KPsychonautics","Ohio, USA"
"1920","UnionLegion","United States"
"1921","APSNAnurse","Minneapolis, MN"
"1922","healthy_staying","Texas, USA"
"1923","KevinInABQ","Albuquerque, NM"
"1924","IM_KING_Dee","Earth"
"1925","Drivenbyhealth1","Eastbourne, England"
"1926","chaz1944","Ohio"
"1927","officialanner","Sweden"
"1928","ShotofPrev","United States"
"1930","EvolveQuickly","United States"
"1932","Gods_N_Titans","Kansas, USA"
"1933","doksolanki","Zimbabwe"
"1934","MSSC_Wichita","Wichita, KS"
"1935","RyanHeinsius","Flagstaff, Arizona"
"1936","AZPubRadio","Flagstaff, AZ "
"1937","THealthNetwork","Southfield, MI"
"1938","JRohaus","Midwest but PhillyGirl"
"1939","jsscasmth","OKC"
"1940","iowahospital","Des Moines, Iowa"
"1941","ErinBode","Omaha, Nebraska"
"1942","jamadvrs","United States"
"1943","dianasamano_","Los Angeles, CA"
"1944","deannalf5","Urbandale"
"1945","JoeAlv","Minneapolis, MN"
"1946","englishtweetie","Ontario,Canada"
"1947","MaggieGautrau","Red Cloud"
"1948","geek_mojo","United States"
"1949","TinyKidney","USA"
"1951","DrSarahBHealthy","Great Britain"
"1952","jasminesea2","New York, USA"
"1953","LungInstitute","Tampa, FL"
"1954","MaqChamber","Maquoketa, Iowa"
"1955","josephngari77","Kenya"
"1956","CrRedneck123","Asheville, NC"
"1957","DrPhilBoucher","Lincoln, NE"
"1958","BroomfChrioCare","Broomfield, CO"
"1959","danuoktavianto","Kulon Progo. Yogyakarta"
"1960","marbinxd","United States"
"1961","BrianWiese55","Elk Point SD "
"1962","shagmetria","london"
"1963","jasminnahar_","New York"
"1964","965KissCountry","Eastern Iowa"
"1965","KatFoxx1","Cedar Rapids, Iowa"
"1966","ShoesIsCrazy","US"
"1967","LoveWB","United States"
"1968","thegutsandglory","Denver, CO"
"1969","barav","Washington, DC"
"1971","Sisal13","South Jordan, Utah"
"1973","david_howa","Lilongwe"
"1974","nagjoon","United States"
"1977","WildestMoments_","Tulsa"
"1978","TBJSRadio","Poteau, OK"
"1979","yellowstonemike","Jackson, Wyoming"
"1980","Arcade_Fever","Tennessee, USA"
"1981","BeChangeToday","United States"
"1982","ellenghurtado","Indiana"
"1983","cknetworkpharma","USA"
"1984","GodzStr8Shooter","Iowa, USA"
"1985","ejayspharmacyrx","USA"
"1986","meganstanford8","United States"
"1987","kncpharmacy","USA"
"1988","Walgoldpharmacy","USA"
"1989","LPIBeatz","Fort Smith, AR"
"1990","SherlockTuring","Earth"
"1991","zychal_mikayla","Maryland Heights, MO"
"1992","j_vandermolen","United States"
"1993","salon970","Fort Collins Colorado"
"1994","amyneal613","oklahoma city"
"1995","PinkyVeeranki","india"
"1996","SDFlu","South Dakota"
"1997","GulfCoastGranny","United States"
"1998","esamaurotaa","Hutchinson,Kansas"
"1999","superfoodmkt","United States"
